smiles,copo_smiles,construction,architecture,complement,HOMO,LUMO,electrochemical_gap,optical_gap,PCE,V_OC,J_SC,fill_factor
CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5o4)s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccccc3o2)s1,,molecule,bulk,PC71BM,0.7,0.449101796407186,0.250898203592814,,0.5,0.454545454545455,0.0456570155902004,0.643266475644699
CN1C(=O)C2=C(c3cc4sc(-c5cccs5)cc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1,,polymer,bulk,PC71BM,0.4375,0.28,0.1575,,0.616279069767442,0.216783216783217,0.825167037861915,0.829512893982808
CC1(C)c2ccccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C=Cc5ccc(C=C(C#N)C#N)s5)cc4)cc3)cc21,,polymer,bulk,PC61BM,0.6,0.449101796407186,0.150898203592814,0.461077844311377,0.53953488372093,0.503496503496503,0.525612472160356,0.0272206303724928
COc1cc2c3ccsc3c3sc(-c4sc(-c5ccc(-c6cc(C)cs6)c6nsnc65)cc4C)cc3c2cc1OC,,polymer,bulk,PC71BM,0.725,0.37,0.355,0.305389221556886,0.601162790697674,0.258741258741259,0.741648106904232,0.843839541547278
Cc1ccsc1-c1nc2sc(-c3sc(-c4cc5c(s4)c(C#C[Si](C)(C)C)c4ccsc4c5C#C[Si](C)(C)C)cc3C)nc2s1,,polymer,bulk,PC71BM,0.6,0.688622754491018,-0.088622754491018,0.48502994011976,0.491860465116279,0.433566433566434,0.533964365256125,0.669054441260745
Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nccnc45)s3)cc21,,polymer,bulk,PC71BM,0.6,0.49,0.11,,0.0441860465116279,0.237762237762238,0.140311804008909,0.371060171919771
Cc1nc2c(-c3cccs3)nnc(-c3ccc(-c4ccc5c6ccccc6n(C)c5c4)s3)c2nc1C,,polymer,bulk,PC61BM,0.3375,0.10,0.2375,0.395209580838323,0.0348837209302326,0.447552447552448,0.0378619153674833,0.585959885386819
CC1(C)c2ccccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5cccs5)c5c4=NC(c4ccccc4)C(c4ccccc4)N=5)s2)cc1C3(C)C,,polymer,bulk,PC61BM,0.53125,0.47,0.06125,0.520958083832335,0.383720930232558,0.51048951048951,0.411469933184855,0.0128939828080229
COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4ccc5c(c4)C(C)(C)c4cc(-c6cc(C)c(-c7ccc(-c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)ccc4-5)cc3C)s2)s1,,molecule,bulk,PC61BM,0.66875,0.55,0.11875,0.580838323353293,0.265116279069767,1,0.242761692650334,0.657593123209169
Cc1csc(-c2sc(-c3cc(C)c(-c4cccs4)s3)c3sc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc23)c1,,polymer,bulk,PC61BM,0.8625,,0.8625,0.293413173652695,0.267441860465116,0.223776223776224,0.557906458797327,0.52865329512894
Cc1ccsc1-c1nc2sc(-c3sc(-c4ccc5c6ccccc6n(C)c5c4)cc3C)nc2s1,,polymer,bulk,PC71BM,0.61875,0.54,0.07875,0.940119760479042,0.555813953488372,0.412587412587413,0.499443207126949,0.843839541547278
N#CC(=Cc1ccc(OCCCCCCOc2ccc(C=C(C#N)c3ccc([N+](=O)[O-])cc3)cc2O)c(O)c1)c1ccc([N+](=O)[O-])cc1,,molecule,DSSC,TiO2,0.6,0.269461077844311,0.330538922155689,0.311377245508982,0.398837209302326,0.258741258741259,0.538418708240535,0.757879656160458
Cc1c2cc(-c3ccc(-c4ccc(-c5cccs5)c5nn(C)nc54)s3)sc2c(C)c2ccsc21,,polymer,bulk,PC61BM,0.63125,0.77,-0.13875,0.508982035928144,0.488372093023256,0.300699300699301,0.610244988864143,0.746418338108883
C(=Cc1cccc2nsnc21)c1ccc(N(c2ccc(C=Cc3cccc4nsnc43)cc2)c2ccc(C=Cc3cccc4nsnc43)cc2)cc1,,molecule,bulk,PC61BM,0.55625,0.47,0.08625,,0.0593023255813953,0.461538461538462,0.0757238307349666,0.57163323782235
C[Si]1(C)c2cc(-c3cnc(-c4cccs4)c4nsnc43)sc2-c2sc(-c3cnc(-c4cccs4)c4nsnc43)cc21,,molecule,bulk,PC71BM,0.69375,0.41,0.28375,0.329341317365269,,,,
Cc1ccsc1-c1ccc(-c2ccc(-c3sccc3C)s2)s1,,polymer,bulk,PC61BM,0.59375,0.46,0.13375,,0.0465116279069767,0.146853146853147,0,0.0128939828080229
Cc1cc(-c2cc(C)c(C3=S=CC=C3)s2)sc1-c1ccc(-c2cccc3nsnc32)s1,,polymer,bulk,PC71BM,0.7,,0.7,0.275449101796407,0.716279069767442,0.316083916083916,0.674832962138085,0.965616045845272
Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cncc5nc6c7ccsc7c7sccc7c6nc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,,polymer,bulk,PC71BM,0.65,0.28,0.37,0.209580838323353,0.361627906976744,0.328671328671329,0.0512249443207127,0.57163323782235
C[Si]1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21,,polymer,bulk,PC61BM,0.73125,,0.73125,0.51497005988024,0.143023255813953,0.335664335664336,0.243318485523385,0.51432664756447
Cc1c2cc(-c3ccc(-c4c5nn(C)nc5c(-c5cccs5)c(F)c4F)s3)sc2c(C)c2ccsc21,,polymer,bulk,PC61BM,0.5875,0.389221556886228,0.198278443113772,0.520958083832335,0.780232558139535,0.363636363636364,0.648663697104677,1
C=Cc1ccc2c3ccc(C=Cc4cccs4)cc3n(-c3ccc(OC)cc3)c2c1,,polymer,bulk,PC61BM,0.4875,0.74,-0.2525,0.880239520958084,0.0348837209302326,0.300699300699301,0.0902004454342984,0.600286532951289
COc1ccsc1-c1ccc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2OC)c2nsnc21,,polymer,bulk,PC61BM,0.725,,0.725,0.305389221556886,0.174418604651163,0.342657342657343,0.229955456570156,0.651862464183381
Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)sc1-c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,,molecule,bulk,PC71BM,0.675,0.80,-0.125,0.70059880239521,0.291860465116279,0.398601398601399,0.419821826280624,0.0157593123209169
COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4cc(F)c(C)s4)c4ccsc4c5-c4cc(F)c(C)s4)s3)sc(-c3cccs3)c2c1F,,polymer,bulk,PC71BM,0.7,0.508982035928144,0.191017964071856,0.305389221556886,0.988372093023256,0.356643356643357,0.83630289532294,0.992836676217765
CC1(C)c2ccsc2-c2sc(-c3c4nsnc4cc(F)c3F)cc21,,polymer,bulk,PC71BM,0.6,0.38,0.22,0.227544910179641,0.63953488372093,0.405594405594406,0.691536748329621,0.700573065902579
COc1c(OC)c(-c2cc3sc(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)cc3s2)c2nsnc2c1-c1cc2sccc2s1,,polymer,bulk,PC71BM,0.25,0.47,-0.22,0.359281437125749,0.72093023255814,0.370629370629371,0.648663697104677,0.90974212034384
COc1ccc(N(c2ccc(OC)cc2)c2ccc(C3c4ccccc4-c4ccc(-c5ccc(-c6c7nsnc7c(-c7cccs7)c7nc(-c8ccccc8)c(-c8ccccc8)nc76)s5)cc43)cc2)cc1,,polymer,bulk,PC61BM,0.9,0.269461077844311,0.630538922155689,,0.0581395348837209,0.0979020979020979,0.27728285077951,0.371060171919771
Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nonc54)s3)cc21,,polymer,bulk,PC61BM,0.46875,0.13,0.33875,0.323353293413174,0.0813953488372093,0.405594405594406,0.0679287305122494,0.0415472779369628
Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nonc54)s3)cc21,,polymer,bulk,PC61BM,0.51875,0.30,0.21875,0.488023952095808,0.197674418604651,0.475524475524476,0.157015590200445,0.757879656160458
CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21,,polymer,bulk,PC71BM,0.5,0.329341317365269,0.170658682634731,,0.511627906976744,0.48951048951049,0.496659242761693,0.686246418338109
COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2cccc(OC)c2)c1,,polymer,bulk,PC61BM,0.0,0.329341317365269,-0.329341317365269,0.48502994011976,0.418604651162791,0.51048951048951,0.324053452115813,0.858166189111748
COc1cccc(-c2nc3cccc(-c4cccs4)c3nc2-c2cccc(OC)c2)c1,,polymer,bulk,PC61BM,0.4,0.508982035928144,-0.108982035928144,,0.662790697674419,0.447552447552448,0.513363028953229,0.929799426934097
CC1(C)c2ccccc2-c2cc3c(cc21)-c1cc2c(cc1C3(C)C)-c1ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc1C2(C)C,,polymer,bulk,PC61BM,0.53125,0.42,0.11125,0.497005988023952,0.511627906976744,0.79020979020979,0.0623608017817372,0.55730659025788
COc1c2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc2c(OC)c2ccsc21,,polymer,bulk,PC71BM,0.671875,0.284431137724551,0.387443862275449,0.149700598802395,0.317441860465116,0.293706293706294,0.351893095768374,0.858166189111748
COc1c2cc(-c3cccs3)sc2c(OC)c2cc(-c3ccc(-c4ccc5c(c4)N(C)C(=O)C5=C4c5ccccc5N(C)C4=O)s3)sc21,,polymer,bulk,PC71BM,0.325,0.14,0.185,0.287425149700599,0.47906976744186,0.363636363636364,0.428173719376392,0.929799426934097
COC(=O)c1cc2csc(-c3cc4c(s3)c(C)c3ccsc3c4C)c2s1,,polymer,bulk,PC61BM,0.5625,0.51,0.0525,0.281437125748503,0.662790697674419,0.314685314685315,0.763919821826281,0.800859598853868
COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4ccc(OC)cc4)c4ccsc4c5-c4ccc(OC)cc4)s3)sc(-c3cccs3)c2c1F,,polymer,bulk,PC71BM,0.70625,0.60,0.10625,0.341317365269461,0.86046511627907,0.356643356643357,0.736080178173719,0.984240687679083
COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)c(OC)c4cc(-c6cc(C)c(-c7ccc(-c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)sc4c5OC)cc3C)s2)s1,,molecule,bulk,PC61BM,0.5625,0.54,0.0225,0.425149700598802,0.518604651162791,0.475524475524476,0.435412026726058,0.0415472779369628
Cc1csc(-c2ccc(-c3cc(C)cs3)c3nsnc32)c1,,molecule,bulk,PC61BM,0.525,0.568862275449102,-0.043862275449102,0.760479041916168,,,,
Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2,,molecule,DSSC,TiO2,0.725,0.74,-0.015,,0.704651162790698,0.237762237762238,1,0.757879656160458
COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C=C(C#N)C(=O)OC)cc5C)cc4C)s3)s2)s1,,molecule,bulk,PC61BM,0.65625,0.55,0.10625,0.401197604790419,0.368604651162791,0.426573426573427,0.39086859688196,0.714899713467049
C[Si]1(C)c2ccsc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8sccc8s7)cc5[Si]6(C)C)nc4s3)cc21,,polymer,bulk,PC71BM,0.6,0.269461077844311,0.330538922155689,0.359281437125749,0.101162790697674,0.258741258741259,0.141982182628062,0.757879656160458
COc1c2ccsc2c(OC)c2cc(-c3sc(-c4scc5c4C4C=CC5CC4(C)C)c4c3C3C=CC4C(C)(C)C3)sc21,,polymer,bulk,PC61BM,0.6,0.688622754491018,-0.088622754491018,0.760479041916168,0.0813953488372093,0.118881118881119,0.0317371937639198,0.299426934097421
CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)N(C)C(=O)C2=C1c1cccs1,,polymer,bulk,PC71BM,0.5625,0.41,0.1525,0.0958083832335329,0.232558139534884,0.195804195804196,0.407572383073497,0.686246418338109
COc1c2ccsc2c(OC)c2c1=S=C(c1cc(C)c(-c3ccc(-c4sc(-c5nc(C)c(-c6ccc(-c7sccc7C)s6)s5)nc4C)s3)s1)C=2,,polymer,bulk,PC71BM,0.7375,0.72,0.0175,0.497005988023952,0.506976744186047,0.384615384615385,0.496659242761693,0.0458452722063037
Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21,,polymer,bulk,PC61BM,0.85625,0.37,0.48625,,0.0546511627906977,0.15034965034965,0.116926503340757,0.700573065902579
CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)=CC(=C(C#N)C(=O)O)C1,,molecule,DSSC,TiO2,0.6125,0.59,0.0225,,0.659302325581395,0.241258741258741,0.747216035634744,0.944126074498567
Cc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(C)s2)s1,,polymer,bulk,PC71BM,0.66875,0.49,0.17875,,0.395348837209302,0.426573426573427,0.357461024498886,0.714899713467049
COc1c2ccsc2c(OC)c2cc(-c3sc(-c4ccc(-c5cc(C)cs5)c5nsnc54)cc3C)sc21,,polymer,bulk,PC71BM,0.6625,0.26,0.4025,0.353293413173653,0.848837209302326,0.363636363636364,0.744988864142539,0.945558739255014
COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)sc(-c3cccs3)c2c1F,,polymer,bulk,PC71BM,0.84375,0.62,0.22375,0.317365269461078,0.63953488372093,0.230769230769231,0.752783964365256,0.925501432664756
Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)c(-c5cc6c(s5)c(-c5cc(C)c(C)s5)c5ccsc5c6C5=S=C(C)C(C)=C5)s4)cc3c3nsnc32)c1,,polymer,bulk,PC71BM,0.69375,0.53,0.16375,0.269461077844311,0.686046511627907,0.370629370629371,0.641982182628062,0.829512893982808
COC(=O)c1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1,,polymer,bulk,PC71BM,0.5625,0.57,-0.0075,0.311377245508982,0.63953488372093,0.202797202797203,0.858574610244989,0.858166189111748
COc1c2cc(-c3cc4c(s3)-c3sc(-c5nc6sc(-c7cc8c(s7)-c7sccc7[Si]8(C)C)nc6s5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21,,polymer,bulk,PC71BM,0.6,0.329341317365269,0.270658682634731,0.383233532934132,0.604651162790698,0.293706293706294,0.635857461024499,0.901146131805158
COCc1sc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)c1F,,polymer,bulk,PC71BM,0.7,0.389221556886228,0.310778443113772,0.281437125748503,0.887209302325581,0.342657342657343,0.83630289532294,0.915472779369628
C#Cc1sc(C#Cc2scc3nc(-c4ccccc4)c(-c4ccccc4)nc23)c(C)c1C,,polymer,bulk,PC61BM,0.68125,0.48,0.20125,0.272455089820359,0.263953488372093,0.27972027972028,0.0846325167037862,0.42836676217765
COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4cc5cc6sc(-c7sc(-c8sc(-c9sc(C=C(C#N)C(=O)OC)cc9C)cc8C)cc7C)cc6cc5s4)s3)s2)s1,,molecule,bulk,PC61BM,0.74375,0.37,0.37375,0.419161676646707,0.62093023255814,0.461538461538462,0.533964365256125,0.813753581661891
Cc1ccsc1-c1sc(-c2sc(C3=S=C(c4sccc4C)C=C3C)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21,,polymer,bulk,PC61BM,0.84375,0.22,0.62375,,0.00465116279069767,0.0734265734265734,0.0256124721603563,0.0415472779369628
COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4ccc(-c5sc(-c6sc(-c7sc(C=C(C#N)C(=O)OC)cc7C)cc6C)cc5C)s4)s3)s2)s1,,molecule,bulk,PC61BM,0.73125,0.51,0.22125,0.365269461077844,0.662790697674419,0.412587412587413,0.0868596881959911,0.743553008595989
Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4cc(C)c(C)s4)c4ccsc4c5-c4cc(C)c(C)s4)s3)c3nsnc32)c1,,polymer,bulk,PC71BM,0.65,0.62874251497006,0.02125748502994,0.359281437125749,0.233720930232558,0.51048951048951,0.312917594654788,0.451289398280802
N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)N(c2ccc(C(=O)O)cc2)C3=O)s1)c1ccc([N+](=O)[O-])cc1,,molecule,DSSC,TiO2,0.8,0.508982035928144,0.291017964071856,0.359281437125749,0.662790697674419,0.286713286713287,0.752783964365256,0.843839541547278
Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)s2)sc1-c1cccs1,,polymer,bulk,C60,0.48125,0.83,-0.34875,0.646706586826347,0.0488372093023256,0.342657342657343,0.0846325167037862,0.0128939828080229
Cc1cc(C)c(-c2c3cc(-c4ccc(-c5ccc(-c6cccs6)c6nsnc65)s4)sc3c(-c3sc(C)cc3C)c3ccsc32)s1,,polymer,bulk,PC71BM,0.61875,0.43,0.18875,0.37125748502994,0.646511627906977,0.454545454545455,0.0846325167037862,0.779369627507163
CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4C5(C)C)s3)N(C)C(=O)C2=C1c1cccs1,,polymer,bulk,PC71BM,0.84375,0.50,0.34375,0.107784431137725,0.255813953488372,0.13986013986014,0.0902004454342984,0.600286532951289
CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)N(C)C(=O)C2=C1c1cccs1,,polymer,bulk,PC61BM,0.55,0.31,0.24,0.37125748502994,0.0930232558139535,0.328671328671329,0.129175946547884,0.628939828080229
Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)c1cc(N(c3ccccc3)c3ccccc3)ccc1n2C,,molecule,DSSC,TiO2,0.8,0.568862275449102,0.231137724550898,,0.546511627906977,0.216783216783217,0.709910913140312,0.872492836676218
COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(s5)c(OC)c5ccsc5c6OC)s4)c3nc2-c2cccc(OC)c2)c1,,polymer,bulk,PC71BM,0.7375,0.46,0.2775,0.365269461077844,0.406976744186047,0.307692307692308,0.379732739420935,0.836676217765043
Cc1ccc(-c2ccc(-c3cc(F)c(-c4cc5c(s4)-c4sc(-c6c7nsnc7c(-c7ccc(-c8ccc(C)s8)s7)cc6F)cc4[Si]5(C)C)c4nsnc43)s2)s1,,molecule,bulk,PC71BM,0.7375,0.49,0.2475,0.251497005988024,0.802325581395349,0.433566433566434,0.702672605790646,0.929799426934097
Cc1c(-c2cccs2)sc2c(C)c(-c3ccc(-c4scc5c4C(=O)N(C)C5=O)s3)sc12,,polymer,bulk,PC71BM,0.475,0.688622754491018,-0.213622754491018,0.425149700598802,0.581395348837209,0.405594405594406,0.490534521158129,0.915472779369628
Cc1ccc(-c2csc(-c3cc(-c4ccc(C)s4)c(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)s3)c2)s1,,polymer,bulk,PC71BM,0.70625,0.32,0.38625,0.0958083832335329,0.267441860465116,0.265734265734266,0.435412026726058,0.614613180515759
COc1ccc(-c2nc3c(nc2-c2ccc(OC)cc2)c(-c2ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s2)sc3-c2cccs2)cc1,,polymer,bulk,PC61BM,0.8125,0.449101796407186,0.363398203592814,,0.244186046511628,0.223776223776224,0.484409799554566,0.55730659025788
CC1(C)CC(C=Cc2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)=CC(=C(C#N)C(=O)O)C1,,molecule,DSSC,TiO2,0.36875,0.37,-0.00125,,0.709302325581395,0.253146853146853,0.758351893095768,0.944126074498567
c1csc(-c2ccsc2-c2cccs2)c1,,polymer,bulk,PC61BM,0.64375,0.89,-0.24625,,0.0558139534883721,0.31048951048951,0.151447661469933,0.0128939828080229
Cc1csc(-c2nnc(-c3cc(C)c(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)nn2)c1,,polymer,bulk,PC71BM,0.63125,0.29,0.34125,0.311377245508982,0.476744186046512,0.363636363636364,0.0512249443207127,0.707736389684814
COc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c7c8c(cccc8CCc7c5)n6C)s4)c3nc2-c2ccc(OC)cc2)cc1,,polymer,bulk,PC61BM,0.71875,,0.71875,0.341317365269461,0.694186046511628,0.377622377622378,0.624721603563474,0.898280802292264
COC(=O)c1cc2c(-c3cccs3)sc(-c3ccc(-c4cc5c(s4)c(-c4cc(F)c(C)s4)c4ccsc4c5-c4cc(F)c(C)s4)s3)c2s1,,polymer,bulk,PC71BM,0.71875,0.53,0.18875,0.305389221556886,0.825581395348837,0.328671328671329,0.791759465478842,0.925501432664756
Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nccnc45)s3)cc21,,polymer,bulk,PC61BM,0.4875,0.29,0.1975,0.455089820359281,0.116279069767442,0.440559440559441,0.134743875278396,0.585959885386819
Cc1ccc(-c2c3ccsc3c(-c3ccc(C)s3)c3cc(-c4scc5cc(S(C)(=O)=O)sc54)sc32)s1,,polymer,bulk,PC71BM,0.63125,,0.63125,0.287425149700599,0.677906976744186,0.356643356643357,0.673162583518931,0.843553008595989
Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1nc2sc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)nc2s1,,molecule,bulk,PC71BM,0.590625,0.69,-0.099375,0.688622754491018,0.422093023255814,0.447552447552448,0.512806236080178,0.581661891117479
CC1(C)Oc2cc(-c3c4nsnc4cc(F)c3F)sc2-c2sccc21,,polymer,bulk,PC71BM,0.65,0.32,0.33,0.149700598802395,0.127906976744186,0.867132867132867,0.535634743875278,0.946991404011461
COc1c(OC)c(-c2ccc(-c3ccc4c(c3)[Si](C)(C)c3ccccc3-4)s2)c2nsnc2c1-c1cccs1,,polymer,bulk,PC71BM,0.5375,0.38,0.1575,0.508982035928144,0.744186046511628,0.447552447552448,0.630289532293987,0.786532951289398
CN1C(=O)C2=C(c3ccc(-c4cccs4)o3)N(C)C(=O)C2=C1c1ccco1,,polymer,bulk,PC71BM,0.6,0.209580838323353,0.390419161676647,0.167664670658683,0.569767441860465,0.328671328671329,0.61358574610245,0.0415472779369628
Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nsnc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,,polymer,bulk,PC71BM,0.5875,0.38,0.2075,,0.733720930232558,0.405594405594406,0.61358574610245,0.918338108882521
C[Si]1(C)c2cc(-c3cnc(-c4cc5ccccc5s4)c4nsnc43)sc2-c2sc(-c3cnc(-c4cc5ccccc5s4)c4nsnc43)cc21,,molecule,bulk,PC71BM,0.65625,0.36,0.29625,0.305389221556886,,,,
Cc1csc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6cc(C)cs6)s5)=C4C(=O)N3C)s2)c1,,polymer,bulk,PC71BM,0.8,0.449101796407186,0.350898203592814,0.161676646706587,0.453488372093023,0.237762237762238,0.619153674832962,0.786532951289398
COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4c5nonc5c(-c5cccs5)c(OC)c4OC)s3)sc21,,polymer,bulk,PC61BM,0.64375,0.59,0.05375,0.365269461077844,0.651162790697674,0.412587412587413,0.0679287305122494,0.878223495702006
CC1(C)c2ccsc2-c2sc(-c3cccc4nsnc43)cc21,,polymer,bulk,PC71BM,0.71875,0.35,0.36875,0.140718562874251,0.383720930232558,0.244755244755245,0.602449888641425,0.0272206303724928
COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4sc(-c5cccs5)c5c4C(=O)N(C)C5=O)s3)sc21,,polymer,bulk,PC61BM,0.50625,0.269461077844311,0.236788922155689,0.425149700598802,0.0988372093023256,0.342657342657343,0.151447661469933,0.57163323782235
CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nnc(-c5cccs5)nn4)s2)cc1C3(C)C,,polymer,bulk,PC71BM,0.675,0.71,-0.035,0.413173652694611,0.383720930232558,0.440559440559441,0.482739420935412,0.501432664756447
C[Si]1(C)c2ccsc2-c2sc(-c3cccc4nsnc43)cc21,,polymer,bulk,PC71BM,0.60625,0.329341317365269,0.276908682634731,0.143712574850299,0.674418604651163,0.20979020979021,0.953229398663697,0.829512893982808
Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)c3nsnc32)c1,,polymer,bulk,PC71BM,0.725,0.56,0.165,0.29940119760479,0.26046511627907,0.384615384615385,0.311804008908686,0.664756446991404
Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5cccs5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,,polymer,bulk,PC71BM,0.7,0.269461077844311,0.430538922155689,0.586826347305389,0.303488372093023,0.363636363636364,0.379732739420935,0.657593123209169
COc1c2ccsc2c(OC)c2c1=S=C(c1sc(-c3sc(-c4nc(C)c(-c5cc(C)cs5)s4)nc3C)cc1C)C=2,,polymer,bulk,PC71BM,0.5125,0.74,-0.2275,0.48502994011976,0.283720930232558,0.384615384615385,0.359688195991091,0.623209169054441
CN1c2ccccc2Sc2cc(C=Cc3ccsc3-c3cccs3)ccc21,,polymer,bulk,PC61BM,0.81875,0.69,0.12875,,0.104651162790698,0.321678321678322,0.229398663697105,0.44269340974212
CN1C(=O)C2=C(c3ccc(C=Cc4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(C=Cc2ccc(C(F)(F)F)cc2)s1,,molecule,bilayer,C60,0.73125,0.41,0.32125,0.311377245508982,0.383720930232558,0.412587412587413,0.282850779510022,0.57163323782235
Cc1ccsc1C1=NC2SC(c3sc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)cc3C)=NC2S1,,polymer,bulk,PC71BM,0.696875,0.59,0.106875,0.401197604790419,0.638372093023256,0.34965034965035,0.652561247216036,0.829512893982808
COc1c2cc(-c3cc(C=Cc4sc(-c5ccc(-c6cc(C)cs6)c6nsnc65)cc4C)cs3)sc2c(OC)c2ccsc21,,polymer,bulk,PC71BM,0.4625,0.31,0.1525,,0.490697674418605,0.398601398601399,0.0785077951002227,0.657593123209169
CC1(C)c2ccsc2-c2sc(-c3ccc(-c4nc5sc(-c6cccs6)nc5s4)s3)cc21,,polymer,bulk,PC61BM,0.4375,0.41,0.0275,0.395209580838323,0.247674418604651,0.295104895104895,0.387527839643653,0.600286532951289
